trip_id,date,time,driver_id,start_location,end_location,distance,duration,petrol_price,vehicle_mileage,weather,peak_hours,total_fare,Driver_Service,No_of_Seats,Car_Type,Driver_Wages
290931,19-04-2024,10:09:21,63581376,Porur,College Campus,15.9,74,86.32,17,Rainy,False,133.21,Yes,5,Hatchback,5217
895456,04-07-2024,22:28:17,6150534,Adyar,College Campus,24.4,22,89.61,17,Rainy,True,231.51,Yes,6,SUV,7685
191764,02-01-2024,06:18:37,25748356,College Campus,T Nagar,10.4,78,90.18,17,Rainy,False,99.3,Yes,4,Sedan,5087
361734,25-04-2024,02:45:12,43900198,Velachery,College Campus,9.7,50,86.67,20,Rainy,True,69.36,No,4,Minivan,0
561383,05-08-2024,01:57:37,36244285,Porur,College Campus,5.1,67,92.13,18,Cloudy,True,50.9,Yes,7,Hatchback,5081
813547,22-01-2024,01:28:05,13161189,Porur,College Campus,5.9,63,88.91,19,Rainy,True,49.7,Yes,4,Minivan,8473
14828,12-03-2024,16:25:12,54363070,College Campus,Anna Nagar,24.5,51,87.36,14,Rainy,False,275.18,No,5,Minivan,0
213915,14-12-2024,14:00:23,22767702,College Campus,Adyar,29.5,82,91.84,15,Rainy,True,352.21,Yes,4,Sedan,8488
69343,28-04-2024,04:09:39,42096765,College Campus,Mylapore,12.9,39,86.64,19,Sunny,True,105.88,Yes,5,Sedan,5963
637229,17-11-2024,10:25:26,2016998,Mylapore,College Campus,26.9,17,94.03,19,Sunny,True,239.63,Yes,7,Minivan,6707
846671,22-04-2024,13:17:05,30814848,Porur,College Campus,25.7,47,85.38,14,Cloudy,False,258.61,No,4,Minivan,0
603111,25-09-2024,21:47:30,2026571,Adyar,College Campus,23.2,69,89.26,14,Cloudy,True,288.44,No,4,Minivan,0
43446,27-07-2024,18:57:46,59174556,College Campus,Porur,13.5,60,88.83,18,Sunny,False,119.92,Yes,5,SUV,6722
917241,02-12-2024,18:17:09,80845026,College Campus,Adyar,15.3,70,94.41,12,Cloudy,True,216.67,Yes,7,Hatchback,5290
578652,12-02-2024,13:45:59,43268261,Porur,College Campus,29.1,70,86.02,18,Sunny,True,229.46,Yes,7,Minivan,5445
918761,12-09-2024,02:04:06,66429907,Tambaram,College Campus,9.6,61,91.86,15,Sunny,True,97.0,Yes,4,Hatchback,6434
829753,03-09-2024,05:14:39,85571452,Porur,College Campus,23.2,46,90.7,19,Rainy,True,215.96,No,5,Hatchback,0
707426,15-03-2024,11:16:49,99603793,College Campus,T Nagar,9.0,62,86.81,16,Sunny,True,87.9,No,7,Sedan,0
116745,23-05-2024,02:59:43,35166245,Tambaram,College Campus,15.3,74,85.94,18,Rainy,True,120.53,No,7,Sedan,0
344512,10-06-2024,13:37:32,60581019,Tambaram,College Campus,5.9,42,86.26,14,Cloudy,True,59.98,No,7,Hatchback,0
274923,20-12-2024,07:43:07,93349064,Adyar,College Campus,23.6,83,92.97,19,Rainy,False,225.18,Yes,6,Hatchback,8781
494425,10-06-2024,09:46:59,57855301,College Campus,Velachery,23.6,61,86.26,20,Rainy,False,167.95,No,7,SUV,0
65670,11-05-2024,05:06:13,7366427,College Campus,T Nagar,19.2,41,86.62,15,Cloudy,True,216.2,Yes,6,Sedan,6432
104055,26-04-2024,22:45:21,96834314,College Campus,Adyar,5.2,90,86.65,14,Sunny,False,53.1,Yes,7,Sedan,5217
712634,20-05-2024,18:48:21,7120444,Adyar,College Campus,6.5,26,86.0,13,Cloudy,True,77.4,No,5,Sedan,0
582363,12-11-2024,18:33:29,56568324,Mylapore,College Campus,25.1,38,93.74,16,Sunny,False,242.64,Yes,7,Minivan,5718
236978,19-08-2024,12:10:52,66946837,College Campus,Mylapore,8.2,20,91.21,16,Sunny,False,84.14,No,7,SUV,0
344728,26-04-2024,01:39:21,24889817,Porur,College Campus,22.7,36,86.65,19,Cloudy,True,170.81,No,6,Minivan,0
297796,12-02-2024,09:18:30,63351213,Velachery,College Campus,17.0,23,86.02,14,Sunny,True,188.02,No,6,Hatchback,0
4910,31-08-2024,12:14:20,99716501,Anna Nagar,College Campus,7.4,20,91.71,13,Sunny,False,93.97,No,7,Minivan,0
661568,23-07-2024,21:02:54,12798396,College Campus,Mylapore,20.9,61,88.53,12,Rainy,True,277.54,Yes,6,Minivan,5603
531631,02-01-2024,22:14:43,56626489,T Nagar,College Campus,20.8,22,90.18,17,Cloudy,False,215.16,No,5,Minivan,0
464987,26-10-2024,01:08:40,96834314,Tambaram,College Campus,25.0,85,90.93,13,Cloudy,False,288.53,Yes,4,Hatchback,5513
2917,27-10-2024,19:42:59,48897362,Porur,College Campus,16.4,39,90.52,18,Rainy,False,148.45,No,7,Minivan,0
610512,01-03-2024,22:12:22,10327139,College Campus,Anna Nagar,14.2,19,86.13,19,Sunny,True,106.21,No,7,Hatchback,0
810727,19-05-2024,18:59:06,36866331,College Campus,Tambaram,12.2,25,85.88,18,Sunny,False,104.77,Yes,4,Hatchback,6864
735885,14-06-2024,02:01:59,88746980,Mylapore,College Campus,25.2,61,87.12,12,Cloudy,True,329.31,Yes,6,Sedan,6798
325004,25-12-2024,15:27:54,35166245,College Campus,Tambaram,27.5,61,92.06,19,Cloudy,False,239.84,No,6,Hatchback,0
957575,23-01-2024,12:41:28,7366427,College Campus,Velachery,17.2,70,88.94,19,Sunny,True,157.0,No,6,SUV,0
402793,20-04-2024,07:06:45,10857943,College Campus,Tambaram,19.6,76,85.36,19,Rainy,False,145.29,No,5,Hatchback,0
515773,02-07-2024,19:08:58,92202103,College Campus,T Nagar,28.2,24,89.36,18,Rainy,True,272.99,No,4,SUV,0
950881,18-09-2024,11:19:18,67250108,College Campus,Velachery,10.4,67,92.26,18,Sunny,True,103.95,No,4,Sedan,0
573180,11-05-2024,15:28:19,7366427,Tambaram,College Campus,7.6,29,86.62,16,Sunny,False,80.23,No,7,Hatchback,0
653687,07-06-2024,00:47:14,37610425,Porur,College Campus,29.9,73,86.03,14,Cloudy,False,330.72,No,6,Hatchback,0
386664,06-02-2024,10:28:52,60220729,Tambaram,College Campus,21.7,60,87.17,12,Sunny,False,307.38,Yes,4,Sedan,7091
616266,24-09-2024,13:35:34,7857661,T Nagar,College Campus,7.9,20,89.48,19,Rainy,False,72.55,No,6,Sedan,0
148230,11-01-2024,15:02:20,37475169,Anna Nagar,College Campus,5.4,20,92.01,12,Sunny,False,68.32,No,7,SUV,0
901058,17-08-2024,09:18:40,93992742,Mylapore,College Campus,19.3,59,91.47,20,Sunny,True,145.64,Yes,7,Sedan,6149
804482,02-07-2024,20:56:20,81044174,College Campus,Porur,28.7,59,89.36,14,Sunny,False,357.22,No,6,SUV,0
506925,30-12-2024,09:18:41,26571195,College Campus,Mylapore,5.9,50,93.58,16,Cloudy,True,56.94,Yes,7,Hatchback,7858
155878,24-03-2024,23:15:29,40247573,College Campus,Velachery,16.8,40,86.72,20,Cloudy,False,120.19,No,4,Hatchback,0
845934,21-11-2024,15:42:09,80845026,Velachery,College Campus,10.5,85,93.56,16,Rainy,False,110.52,Yes,4,Minivan,8915
212127,13-12-2024,10:26:44,3743977,College Campus,Velachery,24.5,23,92.2,16,Sunny,False,232.95,Yes,6,Minivan,6855
241448,18-02-2024,09:30:38,87488315,College Campus,Adyar,28.1,19,85.7,20,Cloudy,False,234.8,Yes,7,Sedan,5765
54455,05-08-2024,05:34:13,97267198,College Campus,T Nagar,26.6,54,92.13,19,Rainy,False,212.82,No,5,Hatchback,0
117292,03-11-2024,15:21:31,2451761,Mylapore,College Campus,27.0,23,91.31,12,Rainy,True,369.81,Yes,5,SUV,7067
864592,22-02-2024,21:42:47,83374564,Velachery,College Campus,21.9,70,85.0,17,Rainy,False,213.52,Yes,5,Minivan,8804
577007,29-09-2024,20:48:10,50816208,College Campus,Tambaram,25.6,84,89.91,20,Sunny,True,189.89,Yes,4,Hatchback,5428
258102,10-11-2024,01:00:56,26106661,College Campus,Porur,25.8,15,93.39,19,Rainy,True,209.24,No,5,Hatchback,0
633711,27-11-2024,07:55:06,60581019,College Campus,T Nagar,7.1,47,94.7,16,Cloudy,False,75.64,Yes,7,SUV,8903
10944,13-04-2024,19:20:49,2463802,Mylapore,College Campus,21.2,67,85.0,12,Cloudy,True,270.3,Yes,6,Hatchback,7864
456793,21-11-2024,18:21:59,37012343,Mylapore,College Campus,28.0,27,93.56,14,Sunny,False,308.75,Yes,4,Sedan,5557
183424,15-04-2024,17:30:42,85493201,College Campus,T Nagar,9.2,89,85.2,17,Cloudy,False,76.08,No,4,SUV,0
352330,22-09-2024,02:09:19,48406017,Mylapore,College Campus,25.6,48,89.38,12,Rainy,True,343.22,No,4,Minivan,0
706828,06-12-2024,11:48:00,38301431,College Campus,Anna Nagar,10.6,29,93.76,19,Rainy,True,86.31,Yes,4,Hatchback,5106
725727,21-12-2024,03:56:02,24889817,College Campus,Tambaram,19.4,77,92.47,12,Cloudy,False,291.51,Yes,5,SUV,6938
145722,23-12-2024,21:16:51,10758729,Mylapore,College Campus,12.4,42,92.31,12,Sunny,False,186.0,Yes,4,SUV,7507
42543,15-11-2024,11:02:44,80818624,College Campus,Anna Nagar,8.3,39,93.69,12,Sunny,False,116.64,No,6,Minivan,0
806621,13-03-2024,02:45:06,70315549,Mylapore,College Campus,20.9,26,87.34,14,Rainy,False,254.25,Yes,5,Minivan,6511
759682,19-06-2024,04:08:23,43037524,College Campus,T Nagar,20.7,53,87.53,13,Cloudy,True,229.97,Yes,7,Minivan,7844
279982,04-04-2024,17:39:09,96264277,College Campus,Anna Nagar,16.6,77,86.5,14,Rainy,True,184.62,Yes,6,Hatchback,8192
204738,12-11-2024,23:57:33,96264277,College Campus,Anna Nagar,26.9,64,93.74,14,Cloudy,True,297.19,Yes,4,Hatchback,7670
209132,18-02-2024,17:24:20,73970668,Mylapore,College Campus,6.3,17,85.7,15,Cloudy,False,59.39,Yes,7,Minivan,8841
464064,04-02-2024,16:49:37,50009429,Velachery,College Campus,29.7,17,87.68,15,Rainy,False,286.45,Yes,4,SUV,8935
452701,04-11-2024,09:45:53,15938268,Adyar,College Campus,11.1,45,91.58,18,Sunny,False,110.12,No,4,Minivan,0
408116,17-05-2024,13:17:36,88313965,Velachery,College Campus,5.8,25,86.09,15,Rainy,True,54.93,Yes,6,Sedan,8519
498239,04-08-2024,01:12:55,29218857,Tambaram,College Campus,9.4,71,92.25,19,Sunny,True,82.15,No,5,Minivan,0
383827,17-08-2024,01:38:13,54697813,Tambaram,College Campus,10.0,70,91.47,12,Sunny,False,125.77,No,7,Hatchback,0
33815,15-08-2024,23:55:01,73547804,College Campus,T Nagar,22.5,44,91.49,16,Sunny,False,231.58,No,5,SUV,0
68970,24-03-2024,20:04:24,56233038,Anna Nagar,College Campus,13.9,17,86.72,18,Cloudy,True,110.5,No,7,SUV,0
375670,20-10-2024,03:48:54,39544655,College Campus,Porur,18.7,39,89.77,17,Sunny,False,192.56,No,5,SUV,0
79928,23-07-2024,03:10:24,95458001,College Campus,Adyar,5.6,86,88.53,16,Cloudy,False,55.77,No,7,Minivan,0
468953,22-08-2024,18:05:50,71937078,College Campus,Tambaram,27.5,87,91.98,14,Rainy,True,352.32,Yes,5,SUV,5393
757717,11-09-2024,22:08:29,56498221,Tambaram,College Campus,25.4,79,92.11,17,Cloudy,True,227.08,No,7,Sedan,0
37414,19-09-2024,18:30:26,88841272,College Campus,Mylapore,28.9,45,90.64,19,Cloudy,False,268.84,No,5,SUV,0
856426,17-10-2024,05:34:15,26809787,College Campus,Velachery,26.7,24,89.89,20,Rainy,False,198.01,Yes,7,Sedan,6335
576666,05-01-2024,01:10:47,46966595,College Campus,Tambaram,14.0,41,91.15,13,Cloudy,True,161.97,No,7,Hatchback,0
872117,11-06-2024,08:51:55,12423374,Porur,College Campus,25.4,57,86.84,15,Rainy,False,242.63,Yes,7,SUV,6567
530342,29-07-2024,13:21:14,25595932,College Campus,Velachery,25.9,23,91.04,17,Rainy,False,270.47,Yes,6,Sedan,7243
106352,08-01-2024,00:03:18,75909084,College Campus,Anna Nagar,9.9,48,92.2,15,Sunny,True,100.41,Yes,7,Hatchback,5210
94575,12-09-2024,07:44:20,50961876,Anna Nagar,College Campus,30.0,18,91.86,20,Cloudy,True,248.02,No,6,Minivan,0
363351,27-06-2024,10:03:06,22948871,Porur,College Campus,24.2,35,88.41,12,Cloudy,False,347.67,No,6,Sedan,0
105601,06-01-2024,22:01:11,29860252,Anna Nagar,College Campus,9.5,37,91.03,19,Sunny,False,81.93,No,6,SUV,0
369328,25-05-2024,09:17:08,47016361,Adyar,College Campus,5.5,74,86.46,17,Sunny,True,54.55,Yes,4,Sedan,5621
700757,18-08-2024,22:20:48,53988798,Porur,College Campus,20.6,88,91.11,20,Sunny,False,168.92,Yes,6,Hatchback,7681
929831,17-04-2024,23:55:14,26693521,Adyar,College Campus,5.1,38,86.23,12,Cloudy,True,65.97,No,5,Hatchback,0
315580,08-05-2024,16:39:56,86480735,T Nagar,College Campus,23.4,26,87.61,17,Rainy,False,198.98,Yes,7,SUV,7980
608794,23-02-2024,17:33:16,77173436,Adyar,College Campus,28.8,59,85.31,15,Sunny,True,270.26,Yes,4,Minivan,6181
528258,22-07-2024,05:28:25,63581376,Porur,College Campus,7.3,21,89.21,12,Rainy,True,105.83,No,4,Sedan,0
472181,18-06-2024,09:12:50,66946837,College Campus,Adyar,7.0,78,87.98,17,Cloudy,False,59.77,No,5,SUV,0
249896,23-11-2024,07:10:05,36244285,College Campus,Adyar,21.0,72,94.53,13,Rainy,True,297.77,No,7,SUV,0
345192,24-04-2024,11:50:54,6892626,College Campus,Velachery,23.8,58,86.52,15,Rainy,False,267.69,Yes,6,SUV,8172
933878,29-08-2024,22:13:44,80818624,College Campus,Velachery,24.5,63,91.02,12,Rainy,False,362.37,Yes,4,Hatchback,5457
206292,28-06-2024,23:36:10,64323784,Adyar,College Campus,23.2,74,89.77,17,Sunny,False,220.52,No,4,Minivan,0
94807,04-09-2024,09:48:06,83649499,Mylapore,College Campus,6.4,56,90.38,14,Rainy,True,80.57,No,4,Minivan,0
938864,01-10-2024,04:07:49,42944315,Tambaram,College Campus,27.9,80,89.42,13,Rainy,False,374.22,Yes,5,Hatchback,6487
372977,31-07-2024,23:19:35,88214087,College Campus,Tambaram,5.6,47,92.08,12,Sunny,True,77.35,No,7,Minivan,0
198378,04-10-2024,12:37:58,29316724,College Campus,Porur,26.7,61,89.45,17,Rainy,False,252.88,Yes,7,Minivan,6003
700599,25-09-2024,08:51:18,50771471,Adyar,College Campus,22.1,77,89.26,17,Sunny,True,191.46,Yes,7,Hatchback,7716
209268,11-10-2024,19:57:59,24108597,College Campus,Mylapore,26.5,25,90.92,18,Cloudy,False,240.94,No,4,Hatchback,0
423844,28-11-2024,04:15:23,60220729,Adyar,College Campus,18.2,56,94.74,13,Sunny,True,218.85,No,5,SUV,0
723039,26-05-2024,22:19:57,29316724,College Campus,Velachery,24.6,68,85.84,17,Sunny,True,204.96,Yes,7,Sedan,5613
317878,27-09-2024,16:34:41,3726781,College Campus,T Nagar,25.8,83,90.04,14,Cloudy,True,273.79,Yes,7,SUV,5258
452194,11-08-2024,00:51:08,2064375,Porur,College Campus,10.2,38,91.69,20,Cloudy,False,84.17,Yes,4,SUV,8899
244995,04-06-2024,10:40:15,11273028,Mylapore,College Campus,18.4,74,85.45,12,Cloudy,False,255.5,No,5,Hatchback,0
622197,05-01-2024,19:57:35,19307819,Velachery,College Campus,8.3,50,91.15,17,Cloudy,True,86.78,No,4,Hatchback,0
144257,06-01-2024,20:17:07,89559569,College Campus,Mylapore,26.8,85,91.03,12,Sunny,False,396.44,Yes,5,Minivan,7558
481197,03-04-2024,10:29:14,74436050,College Campus,Velachery,29.7,90,86.69,18,Cloudy,False,278.93,Yes,7,Sedan,8762
582892,07-05-2024,10:32:43,61095722,College Campus,Tambaram,22.2,24,87.56,19,Sunny,True,184.15,Yes,4,Hatchback,5957
477310,31-10-2024,21:32:14,22948871,College Campus,Mylapore,24.2,35,90.9,16,Cloudy,False,247.48,Yes,4,Minivan,7593
776638,23-09-2024,11:17:22,37094047,Tambaram,College Campus,15.3,60,90.19,14,Cloudy,True,177.42,Yes,5,SUV,7068
903721,14-10-2024,06:24:49,66507874,Tambaram,College Campus,14.9,64,90.17,17,Cloudy,True,154.11,No,6,Sedan,0
694242,14-03-2024,11:39:19,54950806,College Campus,Tambaram,18.7,45,88.12,20,Rainy,False,148.31,No,4,SUV,0
894683,30-10-2024,08:29:14,12798396,College Campus,Adyar,25.5,24,90.92,14,Cloudy,False,273.25,No,6,Minivan,0
758590,29-03-2024,21:22:40,42041085,College Campus,Adyar,28.0,31,86.42,17,Rainy,True,256.21,No,5,SUV,0
163477,18-09-2024,10:25:44,96264277,Porur,College Campus,16.2,65,92.26,15,Cloudy,True,164.41,Yes,6,Hatchback,8252
596492,27-11-2024,02:52:49,96264277,College Campus,Velachery,6.7,45,94.7,18,Cloudy,False,63.45,Yes,7,Hatchback,7449
252384,19-08-2024,04:35:52,96893333,Velachery,College Campus,21.8,88,91.21,15,Sunny,False,238.61,No,6,SUV,0
600538,10-03-2024,18:50:31,17042455,College Campus,Tambaram,25.9,69,86.41,17,Sunny,True,217.22,Yes,7,Minivan,6385
738569,07-05-2024,03:11:58,14394235,College Campus,Anna Nagar,22.3,52,87.56,14,Sunny,True,251.05,No,7,Sedan,0
772452,03-12-2024,22:52:00,27756749,College Campus,Adyar,20.8,33,94.24,20,Cloudy,False,191.12,Yes,4,SUV,6718
585800,17-03-2024,09:44:14,85092991,College Campus,Mylapore,22.2,42,87.27,14,Cloudy,True,269.85,Yes,5,Minivan,7469
521890,29-10-2024,16:19:28,35431053,Mylapore,College Campus,16.4,40,90.61,20,Rainy,True,122.6,Yes,4,Hatchback,5528
499151,12-12-2024,23:09:42,75072198,Adyar,College Campus,14.0,23,92.91,15,Cloudy,True,169.1,Yes,4,Hatchback,6725
904321,07-08-2024,00:49:41,21822898,Mylapore,College Campus,28.9,42,91.93,12,Sunny,True,431.73,Yes,6,SUV,8592
65762,15-10-2024,10:53:39,57743599,Mylapore,College Campus,9.4,17,90.31,18,Cloudy,False,77.82,Yes,6,Minivan,5773
721009,17-12-2024,21:45:07,48333248,College Campus,Mylapore,26.9,68,92.63,19,Rainy,True,236.06,No,6,Minivan,0
16705,04-05-2024,08:54:40,5921411,T Nagar,College Campus,24.0,81,87.25,19,Sunny,False,181.85,No,4,Sedan,0
883811,17-02-2024,02:05:49,61327131,Adyar,College Campus,22.3,72,85.53,14,Rainy,False,224.79,No,5,Minivan,0
450474,13-07-2024,16:50:53,73970668,Adyar,College Campus,21.8,49,88.4,14,Cloudy,False,227.12,No,7,Minivan,0
715512,04-10-2024,18:33:21,24889817,College Campus,Velachery,5.7,61,89.45,19,Sunny,True,44.28,No,4,Minivan,0
684468,06-10-2024,13:13:28,4866365,College Campus,Porur,28.3,45,89.3,17,Sunny,True,267.58,Yes,4,Minivan,7336
482781,19-01-2024,10:39:06,88278617,Velachery,College Campus,24.3,38,88.99,19,Sunny,False,187.79,Yes,4,Hatchback,8453
91901,24-06-2024,12:59:32,76283939,Velachery,College Campus,8.2,86,87.81,19,Cloudy,False,62.53,No,7,SUV,0
57317,19-03-2024,17:24:40,18416569,College Campus,T Nagar,28.1,56,87.16,12,Cloudy,True,367.38,No,7,SUV,0
103804,28-12-2024,05:01:57,17636378,Tambaram,College Campus,21.4,39,93.03,18,Cloudy,True,215.67,No,6,Hatchback,0
857043,30-09-2024,14:12:12,44830139,Porur,College Campus,15.1,16,89.91,18,Rainy,True,135.76,No,4,Minivan,0
53895,20-07-2024,11:25:25,10962715,College Campus,Mylapore,20.6,27,88.15,20,Rainy,True,163.43,Yes,4,Sedan,6714
461197,09-04-2024,13:03:17,87759102,College Campus,Mylapore,25.0,36,85.93,14,Rainy,True,253.19,Yes,6,Minivan,5516
284355,17-02-2024,23:00:45,24356086,Porur,College Campus,10.7,82,85.53,15,Cloudy,False,109.82,No,7,Hatchback,0
395134,20-08-2024,10:02:43,98210127,Tambaram,College Campus,18.5,80,91.24,14,Sunny,False,235.11,Yes,4,Hatchback,7237
793500,17-09-2024,03:23:08,26719158,College Campus,Velachery,28.2,62,92.29,14,Cloudy,True,306.73,No,5,Hatchback,0
346376,25-05-2024,11:30:04,18727561,College Campus,Anna Nagar,20.8,35,86.46,20,Sunny,False,148.37,Yes,5,Hatchback,6750
442985,19-09-2024,13:00:43,88469238,College Campus,Velachery,27.2,61,90.64,16,Sunny,True,277.36,Yes,5,Minivan,8379
583611,31-08-2024,14:40:00,45099513,College Campus,Tambaram,21.5,88,91.71,20,Rainy,False,192.25,Yes,5,Sedan,8427
283571,20-01-2024,11:57:12,16651151,Porur,College Campus,7.3,37,88.29,15,Sunny,False,77.34,No,5,Minivan,0
580723,15-05-2024,01:12:04,74096034,Velachery,College Campus,9.4,44,86.64,17,Cloudy,True,79.05,No,4,Sedan,0
373920,11-11-2024,13:28:04,89559569,College Campus,Adyar,27.5,85,93.4,14,Sunny,True,330.24,No,6,Sedan,0
648845,01-12-2024,19:38:06,11977985,College Campus,Velachery,10.3,64,94.82,20,Rainy,False,80.57,Yes,6,Hatchback,7371
324267,28-11-2024,03:31:12,96540402,College Campus,Anna Nagar,14.4,34,94.74,13,Cloudy,False,204.64,No,7,Hatchback,0
24691,14-06-2024,17:47:05,32468842,College Campus,Porur,15.4,52,87.12,12,Sunny,True,201.25,Yes,6,Sedan,7504
114532,06-12-2024,00:16:11,8370384,Mylapore,College Campus,14.8,71,93.76,12,Sunny,False,208.15,Yes,7,Sedan,6201
585309,08-04-2024,00:40:07,57981175,Velachery,College Campus,6.7,64,86.05,15,Cloudy,True,69.18,Yes,4,Hatchback,6034
257696,21-10-2024,14:56:24,38209144,College Campus,Anna Nagar,28.0,69,89.95,16,Rainy,True,306.95,Yes,7,Hatchback,7475
524446,13-11-2024,17:10:06,73547804,Adyar,College Campus,19.1,37,93.59,13,Rainy,True,268.14,Yes,6,SUV,5798
728891,30-06-2024,17:03:20,9004630,Tambaram,College Campus,13.6,65,89.66,12,Cloudy,True,198.15,Yes,6,Hatchback,8631
330045,12-06-2024,04:50:35,36374117,Mylapore,College Campus,18.3,56,86.43,14,Rainy,True,203.36,Yes,4,Sedan,7581
348835,16-02-2024,19:55:30,2064375,T Nagar,College Campus,7.0,59,85.0,13,Sunny,False,89.25,Yes,7,Minivan,7557
102976,05-02-2024,19:37:50,39117169,Velachery,College Campus,27.9,62,87.07,20,Sunny,False,200.41,No,4,Sedan,0
730873,10-10-2024,08:19:49,4866365,College Campus,Adyar,24.9,70,89.86,15,Rainy,False,290.88,No,4,Sedan,0
659440,27-11-2024,14:17:36,56568324,College Campus,Adyar,14.5,39,94.7,20,Rainy,False,123.58,No,7,SUV,0
392554,02-02-2024,04:52:21,66302709,College Campus,Porur,24.6,61,87.8,12,Cloudy,False,350.98,No,7,SUV,0
1943,28-04-2024,20:20:02,54697813,College Campus,Anna Nagar,7.1,66,86.64,19,Cloudy,False,63.13,Yes,6,Sedan,5396
456177,09-10-2024,22:20:54,89559569,Velachery,College Campus,17.9,43,90.48,12,Cloudy,True,242.94,Yes,4,SUV,7349
274478,01-12-2024,01:43:45,56556692,Tambaram,College Campus,6.7,40,94.82,16,Sunny,False,71.47,No,7,Minivan,0
167392,15-06-2024,04:43:19,42944315,Anna Nagar,College Campus,20.4,72,87.53,19,Rainy,True,169.16,Yes,5,SUV,8151
530885,22-09-2024,19:06:02,39023047,Anna Nagar,College Campus,21.9,70,89.38,14,Sunny,True,251.67,Yes,7,SUV,7645
161536,25-06-2024,12:31:57,71562647,Tambaram,College Campus,21.4,72,87.82,20,Rainy,True,183.24,No,6,Minivan,0
451332,13-01-2024,05:29:57,34958694,College Campus,T Nagar,5.9,44,91.9,16,Rainy,True,55.92,No,4,SUV,0
688316,10-12-2024,05:19:43,85620599,College Campus,Adyar,23.2,89,93.51,12,Cloudy,True,352.53,No,7,SUV,0
225027,24-04-2024,08:08:44,15111827,College Campus,Adyar,29.9,67,86.52,15,Rainy,True,336.3,No,4,SUV,0
305648,09-03-2024,06:09:39,2245584,College Campus,T Nagar,21.9,60,86.73,13,Sunny,False,284.91,Yes,4,Sedan,5911
997962,21-06-2024,18:28:51,15889610,College Campus,Porur,17.7,76,87.09,18,Rainy,True,141.3,Yes,7,Minivan,5442
600142,04-04-2024,11:13:09,47128795,College Campus,Porur,5.1,19,86.5,17,Rainy,True,42.82,Yes,6,SUV,7417
200504,05-08-2024,19:22:51,78501064,Porur,College Campus,9.9,78,92.13,15,Rainy,False,109.45,No,4,SUV,0
416547,02-06-2024,08:30:59,27822861,College Campus,T Nagar,11.1,89,85.66,15,Cloudy,False,114.1,Yes,5,Sedan,5010
595090,21-02-2024,08:11:31,33234339,T Nagar,College Campus,13.9,89,85.0,14,Cloudy,True,139.25,No,6,SUV,0
141801,04-11-2024,15:27:03,43900198,Velachery,College Campus,24.4,32,91.58,13,Sunny,True,283.62,Yes,6,SUV,7247
168231,31-05-2024,05:48:41,54492721,College Campus,T Nagar,29.7,79,85.89,17,Cloudy,False,292.61,Yes,4,Sedan,8879
569083,10-09-2024,19:24:43,26646392,Velachery,College Campus,19.7,17,92.87,20,Cloudy,True,164.66,No,4,Hatchback,0
616559,04-06-2024,17:59:36,31671002,Porur,College Campus,8.0,23,85.45,14,Sunny,False,80.57,Yes,6,Minivan,8065
888655,06-03-2024,06:05:00,2016998,Tambaram,College Campus,22.0,74,86.08,12,Sunny,False,307.74,No,5,SUV,0
863803,03-01-2024,07:51:16,22486589,Anna Nagar,College Campus,18.9,50,90.5,12,Sunny,False,235.19,No,6,SUV,0
657617,02-05-2024,08:24:40,54963123,Adyar,College Campus,8.8,66,87.66,17,Sunny,False,81.68,No,6,SUV,0
996331,23-01-2024,20:06:52,26820555,College Campus,Porur,18.0,78,88.94,15,Cloudy,False,176.1,Yes,5,Hatchback,6514
133965,07-02-2024,14:56:26,56233038,Mylapore,College Campus,23.3,74,86.19,14,Rainy,True,279.72,No,6,Minivan,0
48001,21-09-2024,11:36:54,75189975,Mylapore,College Campus,20.9,16,90.0,13,Rainy,True,238.74,Yes,5,Sedan,5288
401782,09-06-2024,12:53:08,47016361,College Campus,Tambaram,24.7,76,85.87,19,Sunny,False,217.68,No,5,Hatchback,0
192687,28-05-2024,00:22:27,9004630,College Campus,Tambaram,25.7,50,85.44,13,Cloudy,False,304.03,No,6,Sedan,0
456873,26-09-2024,09:45:57,26965604,Velachery,College Campus,15.3,41,89.32,14,Sunny,True,175.71,No,5,Hatchback,0
611838,21-01-2024,20:13:47,72505843,Porur,College Campus,6.2,18,89.02,19,Sunny,False,47.93,No,5,Minivan,0
311491,10-12-2024,10:29:46,66946837,College Campus,Adyar,28.8,74,93.51,15,Cloudy,False,296.24,No,5,Sedan,0
570748,15-10-2024,23:56:50,25595932,Mylapore,College Campus,19.7,66,90.31,18,Sunny,True,163.08,No,4,Hatchback,0
873792,12-09-2024,02:01:48,40008321,College Campus,Anna Nagar,28.1,67,91.86,13,Cloudy,True,387.19,No,7,Minivan,0
546659,29-04-2024,09:29:00,23945870,College Campus,Adyar,11.0,77,87.01,17,Cloudy,False,101.34,No,7,Hatchback,0
746567,16-10-2024,08:10:16,10758729,Mylapore,College Campus,15.2,73,89.99,12,Rainy,True,188.08,Yes,5,SUV,5608
689240,13-02-2024,18:45:14,9460664,Tambaram,College Campus,6.6,37,85.87,17,Rainy,False,65.01,Yes,4,Hatchback,5826
610758,13-09-2024,22:04:42,66429907,T Nagar,College Campus,10.3,27,92.5,13,Sunny,True,131.92,No,5,Hatchback,0
976758,19-10-2024,07:38:52,66130778,Velachery,College Campus,17.4,23,89.35,20,Cloudy,True,151.58,Yes,6,Hatchback,8652
